,Client,Project,Description,Start date,Start time,End date,End time,Duration,Tags,Type,Domain
374,F2023,SWE,C28A-1,2023-11-28,14:55:19,2023-11-28,16:04:43,0 days 01:09:24,"Domain: School, Type: Coding",Coding,School
375,F2023,OS,P5,2023-11-28,18:59:06,2023-11-28,20:00:41,0 days 01:01:35,"Domain: School, Type: Coding",Coding,School
376,F2023,OS,P5,2023-11-28,20:02:16,2023-11-28,20:44:52,0 days 00:42:36,"Domain: School, Type: Coding",Coding,School
377,F2023,SWE,C26A,2023-11-29,08:50:31,2023-11-29,09:01:26,0 days 00:10:55,"Domain: School, Type: Coding",Coding,School
378,F2023,OS,P5,2023-11-29,09:01:28,2023-11-29,10:11:42,0 days 01:10:14,"Domain: School, Type: Coding",Coding,School
379,F2023,OS,P5,2023-11-29,10:12:00,2023-11-29,11:19:43,0 days 01:07:43,"Domain: School, Type: Coding",Coding,School
380,F2023,OS,P5,2023-11-29,14:01:38,2023-11-29,14:34:29,0 days 00:32:51,"Domain: School, Type: Coding",Coding,School
381,F2023,SWE,C29P,2023-11-29,14:46:21,2023-11-29,15:00:59,0 days 00:14:38,"Domain: School, Type: Reading",Reading,School
382,F2023,SWE,C29A,2023-11-29,15:03:39,2023-11-29,16:01:01,0 days 00:57:22,"Domain: School, Type: Writing",Writing,School
383,F2023,OS,HW7,2023-11-30,11:11:40,2023-11-30,11:52:30,0 days 00:40:50,"Domain: School, Type: Practice",Practice,School
